device_codename,brand,Retail Branding,Marketing Name,Device
PICOpad 7H,Axioo,,,
Infinix-X5010,Infinix,Infinix,Smart,
zeroltelgt,samsung,Samsung,Galaxy S6 edge,zeroltelgt
hero2ltelgt,samsung,Samsung,Galaxy S7 edge,hero2ltelgt
HWAUM-Q,HONOR,Honor,7C,
hct6735m_35gu_l1,O3,,,
SH-01G,DOCOMO,Sharp,AQUOS ZETA SH-01G,SH-01G
P188F10,ZTE,ZTE,Blade V10 Vita,P188F10
a6plte,samsung,Samsung,Galaxy A6+ (2018),a6plte
Kenzo,Xiaomi,Xiaomi,Redmi Note 3,
F8131,Sony,Sony,Xperia X Performance,F8131
j6lte,samsung,Samsung,Galaxy J6,j6lte
SO-01J,docomo,Sony,Xperia XZ,SO-01J
K019_4,asus,Asus,Fonepad 7 FE375CXG,K019_4
U50C,EVERCOSS,,,
a3lte,samsung,Samsung,Galaxy A3,a3lte
polaris,Xiaomi,Xiaomi,Mi Mix 2S,
dreamqltesq,samsung,Samsung,Galaxy S8,dreamqltesq
woods_f,motorola,Motorola,Moto E4,
G3416,Sony,Sony,Xperia XA1 Plus,
wayne,xiaomi,Xiaomi,Mi A2 (Mi 6X),
HWRIO,HUAWEI,Huawei,G8,HWRIO
c5proltechn,samsung,Samsung,Galaxy C5 Pro,c5proltechn
j4lte,samsung,Samsung,Galaxy J4,j4lte
ASUS_X00P_6,asus,Asus,Zenfone Max (M1) ZB556KL,
F02H,DOCOMO,Fujitsu,F-02H,F02H
1723CF,vivo,Vivo,V9 6GB,
POLYTRON,POLYTRON,,,
M24i,HIMAX,,,
X3,Letv,Lava,X3,X3
